,Title,Lyric,Age Class tag,processed_lyric,cluster
46,Lirik Lagu Jangan Berisik - Joshua,eh..jangan berisik ade kecil sedang bobo kalau berisik ade tidak bisa bobo kalau nangis lama diamnya kencang sekali mama jadi kebingungan papa juga kebingungan ade sayang mamanya capek ade sayang nangis jangan lama-lama,anak,eh jangan berisik ade kecil sedang bobo kalau berisik ade tidak bisa bobo kalau nang lama diam kencang sekali mama jadi bingung papa juga bingung ade sayang mama capek ade sayang nang jangan lama,0
47,Lirik Lagu Kapal Api - Lagu Anak Indonesia,lihatlah sebuah titik jauh di tengah laut semakin lama semakin jelas bentuk rupanya itulah kapal api yang sedang berlayar asapnya yang putih mengepul di udara,anak,lihat buah titik jauh di tengah laut makin lama makin jelas bentuk rupa itu kapal api yang sedang layar asap yang putih kepul di udara,0
48,Lirik Lagu Kasih Ibu - Lagu Anak Indonesia,"kasih ibu, kepada beta tak terhingga sepanjang masa hanya memberi,tak harap kembali,bagai sang surya, menyinari dunia.",anak,kasih ibu kepada beta tak hingga panjang masa hanya beri tak harap kembali bagai sang surya sari dunia,0
49,Lirik Lagu Ke Pasar Ikan - Lagu Anak Indonesia,"hari minggu, hari minggu ke pasar ikan dengan ayah dengan ibu beserta paman kulihat ikan di dalam kolam berbisik-bisik memberi salam",anak,hari minggu hari minggu ke pasar ikan dengan ayah dengan ibu serta paman lihat ikan di dalam kolam bisik beri salam,0
50,Lirik Lagu Kebun Binatang - Joshua,"mama anterin, papa anterin aku pengin jalan-jalan kemana lihat-lihat ke kebun binatang ada kuda yang disewa ih aku pengen naik tapi ngeri sekalihi..hi mama anterin, papa anterin aku pengin naik kuda tapi aku eh..sendirian kudanya masih liar aku takut dikejar mama, papa tolong pegang talinya kudanya galak sekali gajahnya galak sekali aku harus hati-hati hewannya banyak yang liar takutnya aku dikejar mama, papa temani joshua",anak,mama anterin papa anterin aku pengin jalan mana lihat ke kebun binatang ada kuda yang sewa ih aku ken naik tapi ngeri kalih hi mama anterin papa anterin aku pengin naik kuda tapi aku eh sendiri kuda masih liar aku takut kejar mama papa tolong pegang tali kuda galak sekali gajah galak sekali aku harus hati hewan banyak yang liar takut aku kejar mama papa teman joshua,0
51,Lirik Lagu Kebunku - Lagu Anak Indonesia,"lihat kebunku penuh dengan bunga ada yang putih,dan ada yang merah setiap hari ku siram semua mawar melati,semuanya indah!",anak,lihat kebun penuh dengan bunga ada yang putih dan ada yang merah tiap hari ku siram semua mawar melati semua indah,0
52,Lirik Lagu Kelinciku,kelinciku kelinciku kau manis sekali melompat kian kemari sepanjang hari aku ingin menemani sepulang sekolah bersamamu lagi menari nari,anak,kelinci kelinci kau manis sekali lompat kian kemari panjang hari aku ingin tani pulang sekolah sama lagi tari nari,0
53,Lirik Lagu Keranjang Sampah - Lagu Anak Indonesia,jika ku makan pisang tidak dengan kulitnya kulit ku lempar keranjang keranjang sampah namanya keranjang sampah namanya,anak,jika ku makan pisang tidak dengan kulit kulit ku lempar keranjang keranjang sampah nama keranjang sampah nama,0
54,Lirik Lagu Keti Dan Kita - Joshua,dua anjingku lucu sekali si keti bernyanyi sambil berlari dua anjing ku pintar sekali si kita berlari goda si keti keti dan kita tidak bermusuhan keti dan kita tidak bikin jengkel aku tak mau bikin bermusuhan aku tak mau bikin salah keti dan kita anjing ku sayangi keti dan kita kemari aduh senangnya senangnya keti dan kita ayo berlari lari dua anjingku pintar sekali berdua bernyanyi sambil berlari,anak,dua anjing lucu sekali si keti nyanyi sambil lari dua anjing ku pintar sekali si kita lari goda si keti keti dan kita tidak musuh keti dan kita tidak bikin jengkel aku tak mau bikin musuh aku tak mau bikin salah keti dan kita anjing ku sayang keti dan kita kemari aduh senang senang keti dan kita ayo lari lari dua anjing pintar sekali dua nyanyi sambil lari,0
55,Lirik Lagu Kring Kring - Lagu Anak Indonesia,kring-kring-kring ada sepeda sepedaku roda tiga ku dapat dari ayah karena rajin belajar tok-tok-tok ada sepatu sepatuku kulit lembu kudapat dari ibu karena rajin membantu,anak,kring-kring-kring ada sepeda sepeda roda tiga ku dapat dari ayah karena rajin ajar tok-tok-tok ada sepatu sepatu kulit lembu dapat dari ibu karena rajin bantu,0
56,Lirik Lagu Kucing Yang Pintar - Joshua,kupunya kucing lucu sekali kumisnya panjang warnanya belang sungguh kusayang setiap hari aku selalu bermain main dengan si kucing mama papa senang akupun senang suatu hari lihat si kucing duduk sendiri di atas kursi asyik sekali bila kupanggil dia berlari aku bernyanyi dia menari kucingku sayang pintar sekali bila minta makan dia bilang kepadaku meang meong meang meong itu tandanya lapar bila minta minum dia bilang kepadaku kucing yang pintar kucingku sayang,anak,punya kucing lucu sekali kumis panjang warna belang sungguh sayang tiap hari aku selalu main main dengan si kucing mama papa senang aku senang suatu hari lihat si kucing duduk sendiri di atas kursi asyik sekali bila panggil dia lari aku nyanyi dia tari kucing sayang pintar sekali bila minta makan dia bilang kepada meang meong meang meong itu tanda lapar bila minta minum dia bilang kepada kucing yang pintar kucing sayang,0
57,Lirik Lagu Kuda - Joshua,jalan jalan ke taman mini naik kuda kuda ku sendiri lihat lihat taman wisata naik perosotan kuda-kudaan genjot-genjotan jot genjotan yun ayunan perosotan ayo kuda ku lari kuda ku lari kuda ku makan kuda ku makan kuda ku makan kuda ku makan jangan kekenyangan muter-muter ke taman mini naik kuda kuda ku sendiri lihat lihat taman wisata jot genjotan yun ayunan perosotan ayo kuda ku makan kuda ku makan kuda ku makan kuda ku makan jangan kekenyangan,anak,jalan jalan ke taman mini naik kuda kuda ku sendiri lihat lihat taman wisata naik perosot kuda genjot jot genjot yun ayun perosot ayo kuda ku lari kuda ku lari kuda ku makan kuda ku makan kuda ku makan kuda ku makan jangan kenyang muter-muter ke taman mini naik kuda kuda ku sendiri lihat lihat taman wisata jot genjot yun ayun perosot ayo kuda ku makan kuda ku makan kuda ku makan kuda ku makan jangan kenyang,0
58,Lirik Lagu Kukuruyuk,kuku kukuruyuk begitulah bunyinya kakinya bertanduk hewan apa namanya kuku kukuruyuk begitulah bunyinya kakinya bertanduk ayam jantan namanya potong-potong roti rotinya pakai mentega anak yang baik hati pasti di sayang mama potong-potong roti rotinya pakai mentega anak yang baik hati pasti di sayang mama,anak,kuku kukuruyuk begitu bunyi kaki tanduk hewan apa nama kuku kukuruyuk begitu bunyi kaki tanduk ayam jantan nama potong roti roti pakai mentega anak yang baik hati pasti di sayang mama potong roti roti pakai mentega anak yang baik hati pasti di sayang mama,0
59,Lirik Lagu Kunang Kunang - Lagu Anak Indonesia,"kunang-kunang, hendak ke mana kelap-kelip indah sekali gemerlap, bersinar seperti bintang di malam hari kunang-kunang, terbang ke sini ke tempat ku singgah dahulu kemari, kemari hinggaplah di telapak tangan ku",anak,nang hendak ke mana kelap-kelip indah sekali gemerlap sinar seperti bintang di malam hari nang terbang ke sini ke tempat ku singgah dahulu kemari kemari hinggap di telapak tangan ku,0
60,Lirik Lagu Kupu Kupu - Lagu Anak Indonesia,kupu-kupu yang lucu kemana engkau terbang hilir mudik mencari bunga-bunga yang kembang berayun ayun pada tangkai yang lemah tidakkah sayapmu merasa lelah adik siapa itu punya empat mata mungkin mencari kamu lekaslah sedia jangan buang kulit pisang sembarangan di sana telah ada keranjang kotoran bila adik yang baru pandai berjalan terinjak kulit pisang di kaki kanan adik jatuh menangis mengerang erang sebab salah si pembuang kulit pisang lihat ibu keretaku yang baru cukup besar buat ayah dan ibu roda empat buatanku sendiri dari kulit buah jeruk bali,anak,kupu-kupu yang lucu mana engkau terbang hilir mudik cari bunga yang kembang ayun ayun pada tangkai yang lemah tidak sayap rasa lelah adik siapa itu punya empat mata mungkin cari kamu lekas sedia jangan buang kulit pisang sembarang di sana telah ada keranjang kotor bila adik yang baru pandai jalan injak kulit pisang di kaki kanan adik jatuh menang erang erang sebab salah si buang kulit pisang lihat ibu kereta yang baru cukup besar buat ayah dan ibu roda empat buat sendiri dari kulit buah jeruk bal,0
61,Lirik Lagu Layang - Bembi,"dari sebatang bambu kau ku rangkai ku isi dengan kertas-kertasku ku hiasi dengan warna-warni agar terlihat cantik indah dilihat di mata wahai angin tolong bantu aku terbangkan layang ku, biar hiasi langit biru menari bergoyang di angkasa langit yang cerah akan membuatmu tenang janji kau akan selalu terbang hembusan angin tiup tubuhmu yang ringan janji kau akan membuatmu senang tapi bila hujan datang tali kita putus dan menghilang gelisah di jiwa",anak,dari batang bambu kau ku rangkai ku isi dengan kertas ku hias dengan warna-warni agar lihat cantik indah lihat di mata wahai angin tolong bantu aku terbang layang ku biar hias langit biru tari goyang di angkasa langit yang cerah akan buat tenang janji kau akan selalu terbang hembus angin tiup tubuh yang ringan janji kau akan buat senang tapi bila hujan datang tali kita putus dan hilang gelisah di jiwa,3
62,Lirik Lagu Layang Layang - Lagu Anak Indonesia,ku ambil buluh sebatang ku potong sama panjang ku raut dan ku timbang dengan benang ku jadikan layang-layang bermain berlari bermain layang-layang berlari ku bawa ke tanah lapang hatiku riang dan senang,anak,ku ambil buluh batang ku potong sama panjang ku raut dan ku timbang dengan benang ku jadi layang main lari main layang lari ku bawa ke tanah lapang hati riang dan senang,1
63,Lirik Lagu Libur Telah Tiba - Tasya,"libur telah tiba,libur telah tiba hore,hore,hore simpanlah tas dan bukumu lupakan keluh kesahmu libur telah tiba,libur telah tiba hatiku gembira",anak,libur telah tiba libur telah tiba hore hore hore simpan tas dan buku lupa keluh kesah libur telah tiba libur telah tiba hati gembira,0
64,Lirik Lagu Malu Aku Malu - Joshua,"la la la la la la la la la la la la malu aku malu, malu sama temanku gara-gara sering membolos di setrap guru, tidak dispilin di dalam kelas main melulu tak pernah dengar nasehat guru dan perintahnya malu aku malu, malu sama temanku gara-gara sering menyontek dimarahi guru, di ulangan ku selalu sajaku dapat tiga tak pernah aku mendapat nilai lebih dari itu berdiri di depan kelas ku sendirian semua teman-temanku menawarkan diriku ahay....malu aku malu, malu sama temanku gara-gara nilai rapotku banyak merahnya tak akan lagi membolos susah sendiri dan takkan lagi menyontek malu sendirio..o..o..o..malu sekali o..o..o..o..tak akan lagi aku membolos susah sendiri dan takkan lagi aku menyontek malu sendiri",anak,la la la la la la la la la la la la malu aku malu malu sama teman gara-gara sering bolos di setrap guru tidak dispilin di dalam kelas main melulu tak pernah dengar nasehat guru dan perintah malu aku malu malu sama teman gara-gara sering sontek marah guru di ulang ku selalu saja dapat tiga tak pernah aku dapat nilai lebih dari itu diri di depan kelas ku sendiri semua teman tawar diri ahay malu aku malu malu sama teman gara-gara nilai rapotku banyak merah tak akan lagi bolos susah sendiri dan tak lagi sontek malu sendirio o o o malu sekali o o o o tak akan lagi aku bolos susah sendiri dan tak lagi aku sontek malu sendiri,2
65,Lirik Lagu Meang Meong - Joshua,meang meong kucingku meang meong perutnya lapar sehari belum makan sayang eh sayang sayang sungguh-sungguh kasihan waktu kuberi makan dia makan lahap sekali sayang eh sayang sayang datang anjing yang nakal kucingku ketakutan dia lari kencang sekali meang meong kucingku meang meong di atas genteng tidak berani turun sayang eh sayang sayang sungguh-sungguh kasihan dia tak jadi makan walau perut lapar sekali sayang eh sayang sayang anjing kuusir pergi kucingku datang lagi dia makan lahap sekali,anak,meang meong kucing meang meong perut lapar hari belum makan sayang eh sayang sayang sungguh kasihan waktu beri makan dia makan lahap sekali sayang eh sayang sayang datang anjing yang nakal kucing takut dia lari kencang sekali meang meong kucing meang meong di atas genteng tidak berani turun sayang eh sayang sayang sungguh kasihan dia tak jadi makan walau perut lapar sekali sayang eh sayang sayang anjing usir pergi kucing datang lagi dia makan lahap sekali,0
66,Lirik Lagu Mobilku - Lagu Anak Indonesia,dodoli dodoli pret suara mobilku rodanya dari karet warnanya biru dodoli dodoli pret nyetir sendiri disetop pak polisi ku harus b'renti,anak,dodol dodol pret suara mobil roda dari karet warna biru dodol dodol pret nyetir sendiri setop pak polisi ku harus b renti,0
67,Lirik Lagu Naik Becak - Lagu Anak Indonesia,"saya mau tamasya berkeliling keliling kota hendak melihat-lihat keramaian yang ada saya panggilkan becak kereta tak berkuda becak, becak, coba bawa saya saya duduk sendiri sambil mengangkat kaki melihat dengan asyik ke kanan dan ke kiri lihat becakku lari bagaikan tak berhenti becak, becak, jalan hati-hati",anak,saya mau tamasya keliling keliling kota hendak lihat ramai yang ada saya panggil becak kereta tak kuda becak becak coba bawa saya saya duduk sendiri sambil angkat kaki lihat dengan asyik ke kanan dan ke kiri lihat becak lari bagai tak henti becak becak jalan hati,0
68,Lirik Lagu Naik Delman - Lagu Anak Indonesia,pada hari minggu ku turut ayah ke kota naik delman istimewa ku duduk di muka ku duduk samping pak kusir yang sedang bekerja mengendarai kuda supaya baik jalannya tuk-tik-tak-tik-tuk tik-tak-tik-tuk tik-tak-tik-tuk tuk-tik-tak-tik-tuk tik-tak suara s'patu kuda,anak,pada hari minggu ku turut ayah ke kota naik delman istimewa ku duduk di muka ku duduk samping pak kusir yang sedang kerja kendara kuda supaya baik jalan tuk-tik-tak-tik-tuk tik-tak-tik-tuk tik-tak-tik-tuk tuk-tik-tak-tik-tuk tik-tak suara s patu kuda,0
69,Lirik Lagu Naik Gunung - Lagu Anak Indonesia,"naik - naik, ke puncak gunung tinggi - tinggi sekali naik - naik, ke puncak gunung tinggi - tinggi sekali kiri - kanan kulihat saja banyak pohon cemara kiri - kanan kulihat saja banyak pohon cemara",anak,naik - naik ke puncak gunung tinggi - tinggi sekali naik - naik ke puncak gunung tinggi - tinggi sekali kiri - kanan lihat saja banyak pohon cemara kiri - kanan lihat saja banyak pohon cemara,0
70,Lirik Lagu Naik Kereta Api - Lagu Anak Indonesia,naik kereta api ... tut ... tut ... tut siapa hendak turut ke bandung ... surabaya bolehlah naik dengan percuma ayo temanku lekas naik keretaku tak berhenti lama cepat keretaku jalan ...tut...tut...tut banyak penumpang turut k'retaku sudah penat karena beban terlalu berat di sinilah ada stasiun penumpang semua turun,anak,naik kereta api tut tut tut siapa hendak turut ke bandung surabaya boleh naik dengan percuma ayo teman lekas naik kereta tak henti lama cepat kereta jalan tut tut tut banyak tumpang turut k reta sudah penat karena beban terlalu berat di sini ada stasiun tumpang semua turun,0
71,Lirik Lagu Nama Nama Hari,senin selasa rabu kamis jumat sabtu minggu itu nama-nama hari rajin belajar lekas pintar anak yang pemalas tidak naik kelas senin selasa rabu kamis jumat sabtu minggu itu nama-nama hari rajin belajar lekas pintar anak yang pemalas tidak naik kelas,anak,senin selasa rabu kamis jumat sabtu minggu itu nama hari rajin ajar lekas pintar anak yang malas tidak naik kelas senin selasa rabu kamis jumat sabtu minggu itu nama hari rajin ajar lekas pintar anak yang malas tidak naik kelas,0
72,Lirik Lagu Nenek Moyangku - Lagu Anak Indonesia,nenek moyangku orang pelaut gemar mengarung luas samudra menerjang ombak tiada takut menempuh badai sudah biasa angin bertiup layar terkembang ombak berdebur di tepi pantai pemuda b'rani bangkit sekarang ke laut kita beramai-ramai belalai gajah panjang bulu kucingku belang tuhan maha penyayang anak-anak disayang,anak,nenek moyang orang laut gemar arung luas samudra terjang ombak tiada takut tempuh badai sudah biasa angin tiup layar kembang ombak debur di tepi pantai pemuda b rani bangkit sekarang ke laut kita beramai-ramai belalai gajah panjang bulu kucing belang tuhan maha sayang anak sayang,0
73,Lirik Lagu Nina Bobo - Lagu Anak Indonesia,"nina bobo oh nina bobo kalau tidak bobo di gigit nyamuk nina bobo oh nina bobo kalau tidak bobo di gigit nyamuk tidurlah sayang, adik ku manis bobo lah bobo adik ku sayang kalau tidak bobo di gigit nyamuk nina bobo oh nina bobo kalau tidak bobo di gigit nyamuk",anak,nina bobo oh nina bobo kalau tidak bobo di gigit nyamuk nina bobo oh nina bobo kalau tidak bobo di gigit nyamuk tidur sayang adik ku manis bobo lah bobo adik ku sayang kalau tidak bobo di gigit nyamuk nina bobo oh nina bobo kalau tidak bobo di gigit nyamuk,0
